hhid,sexe_chef_bin,age_chef,educ_hi_chef,annees_scol_chef,niveau_instruction_chef,diplome_chef,activite_chef,branch_chef,csp_chef,departement,departement_nom,milieu,milieu_urbain,hhweight,dep_totale_annuelle,dep_educ,educ_hi_mere,niveau_instruction_mere,taille_menage,choc_economique,choc_naturel,choc_quelconque,tv,frigo,cuisin,ordin,decod,car,score_actifs,acces_electricite,logem,toilet,eauboi_ss,dep_percapita,log_dep_totale,log_dep_percapita,chef_instruit,chef_superieur,ethnie_chef_code,religion_chef_code,mstat_chef_code,agemar_chef,nation_chef_code,internet_chef,telpor_chef,bank_chef,handit_chef,handig_chef,moustiq_chef,couvmal_chef,alfa_chef,annee_naissance_chef,religion_chef_lbl,mstat_chef_lbl,mur_ameliore,toit_ameliore,sol_ameliore,eauboi_sp_ameliore,elec_urbain,elec_autre,ordure_amelioree,eval_toilettes,eval_eau,actif_fer,superficie_terre_ha,nb_gros_ruminants,nb_petits_ruminants,nb_porcins,nb_lapins,nb_volailles,choc_idiosyncr_demo,choc_collectif_naturel,choc_collectif_eco,choc_idiosyncr_eco,choc_collectif_violence,choc_collectif_autre
105015,1,44,4,9,3_Secondaire1,1,Emploi,5.0,9.0,3,Atlantique,1,1,309.954527452692,1804140.76983643,109500.0,4.0,3_Secondaire1,5,1,0,1,0,0,0,0,0,0,0,1,3,1,0,360828.153967285,14.4055950086205,12.7961570961864,1,0,9.0,2,2,25.0,1,1,1,1,0,0,1,0,1,28,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,0,0,,0,0,0,0,0,0,0,1,0,0,0
105023,1,40,4,9,3_Secondaire1,1,Emploi,10.0,9.0,3,Atlantique,1,1,309.954527452692,1325519.02247838,0.0,4.0,3_Secondaire1,4,1,0,1,1,0,0,0,1,0,2,1,3,1,1,331379.755619594,14.0973146557802,12.7110202946603,1,0,9.0,2,2,33.0,1,1,1,1,0,0,1,0,1,29,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,0,0,1,0,0,0
105031,1,36,6,11,4_Secondaire2,5,Emploi,9610.0,3.0,3,Atlantique,1,1,309.954527452692,1808483.83222308,8000.0,3.0,2_Primaire,3,1,0,1,1,0,0,0,0,0,1,1,4,1,0,602827.944074358,14.4079993904522,13.309387101784,1,0,,2,2,26.0,15,0,1,1,0,0,1,0,1,29,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,0,1,,0,0,0,0,0,0,0,1,0,0,0
105036,1,33,4,9,3_Secondaire1,1,Emploi,11.0,9.0,3,Atlantique,1,1,283.38013063111,2230870.7671596,105000.0,3.0,2_Primaire,6,1,0,1,1,0,0,0,1,0,2,1,3,1,1,371811.7945266,14.6179025457663,12.8261430765382,1,0,1.0,5,2,29.0,1,1,1,1,0,0,1,0,1,28,5_Sans religion,2_Marie monogame,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,0,0,1,0,0,0
105070,0,63,1,0,1_Aucun,0,Emploi,6.0,9.0,3,Atlantique,1,1,309.954527452692,2069905.61985561,152500.0,1.0,1_Aucun,4,1,0,1,0,0,0,0,0,0,0,1,4,1,1,517476.404963902,14.5430135699295,13.1567192088096,0,0,6.0,2,7,27.0,1,0,1,0,0,0,1,0,0,28,2_Musulman,7_Autre,1,1,1,1,1,0,1,1,0,0,,0,0,0,0,0,0,0,1,0,0,0
105071,1,60,6,11,4_Secondaire2,2,Retraite,,,3,Atlantique,1,1,283.38013063111,3624066.32067871,0.0,3.0,2_Primaire,6,1,0,1,1,0,0,0,1,1,3,1,1,1,1,604011.053446452,15.1031072463856,13.3113477771575,1,0,9.0,2,2,25.0,1,1,1,1,0,0,1,0,1,28,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,1,1,,0,0,0,0,0,0,0,1,0,0,0
105083,1,51,3,6,2_Primaire,0,Emploi,5.0,4.0,3,Atlantique,1,1,283.38013063111,2298999.33898926,62100.0,1.0,1_Aucun,8,1,1,1,1,0,0,0,1,0,2,1,1,1,1,287374.917373657,14.6479845162243,12.5685429745445,1,0,5.0,2,2,25.0,1,1,1,1,0,0,1,0,1,28,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,5,0,1,1,1,0,0
105102,0,24,6,11,4_Secondaire2,2,Emploi,6.0,9.0,3,Atlantique,1,1,309.954527452692,1842025.08937291,0.0,6.0,4_Secondaire2,1,1,0,1,1,0,0,0,1,0,2,1,3,1,1,1842025.08937291,14.4263761164283,14.4263761164283,1,0,6.0,2,1,,1,1,1,0,0,0,1,0,1,29,2_Musulman,1_Celibataire,1,1,1,1,1,0,1,1,1,1,,0,0,0,0,0,0,0,1,0,0,0
105141,1,43,3,6,2_Primaire,0,Emploi,4.0,10.0,3,Atlantique,1,1,283.38013063111,2708824.32985142,222800.0,3.0,2_Primaire,5,1,1,1,1,0,0,0,0,0,1,1,3,1,1,541764.865970285,14.8120252721028,13.2025873596687,1,0,4.0,2,3,25.0,1,0,1,1,0,0,1,0,1,28,2_Musulman,3_Marie polygame,1,1,1,1,1,0,1,1,0,1,,0,0,0,0,0,1,1,1,0,0,0
105177,1,34,4,9,3_Secondaire1,1,Emploi,8.0,3.0,3,Atlantique,1,1,283.38013063111,3656420.17679269,51000.0,1.0,1_Aucun,6,0,0,1,0,0,0,0,0,0,0,1,4,0,1,609403.362798782,15.1119951329592,13.3202356637312,1,0,16.0,2,4,31.0,1,0,1,0,0,0,1,0,1,28,2_Musulman,4_Union libre,1,1,1,1,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
105188,0,59,6,11,4_Secondaire2,5,Retraite,,,3,Atlantique,1,1,283.38013063111,3578249.04553223,17000.0,6.0,4_Secondaire2,8,0,0,1,1,0,0,0,1,0,2,1,1,1,1,447281.130691528,15.0903841453049,13.0109426036251,1,0,3.0,2,5,25.0,1,1,1,0,1,0,1,0,1,28,2_Musulman,5_Veuf/Veuve,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,1,0,0,0,0,0
106014,1,56,1,0,1_Aucun,0,Retraite,,,3,Atlantique,1,1,302.136004941756,4221202.95048889,182000.0,4.0,3_Secondaire1,8,1,0,1,1,1,0,0,1,0,3,1,1,1,1,527650.368811111,15.2556307047481,13.1761891630682,0,0,3.0,2,2,41.0,1,0,1,1,1,0,1,0,1,4,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,1,1,,0,0,0,0,0,0,0,1,0,0,0
106019,0,46,3,6,2_Primaire,0,Retraite,,,3,Atlantique,1,1,302.136004941756,3539948.76074219,174000.0,3.0,2_Primaire,7,1,0,1,1,0,0,0,1,0,2,1,3,1,1,505706.965820313,15.0796228106386,13.1337126615833,1,0,47.0,2,1,,1,1,1,1,0,0,1,0,1,4,2_Musulman,1_Celibataire,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,0,0,1,0,0,0
106052,1,48,3,6,2_Primaire,0,Emploi,,,3,Atlantique,1,1,302.136004941756,3672686.07225691,335400.0,1.0,1_Aucun,6,1,0,1,0,0,0,0,0,0,0,1,3,1,1,612114.345376151,15.1164338521202,13.3246743828922,1,0,4.0,2,2,27.0,1,1,1,1,0,0,1,0,1,5,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,0,0,1,0,0,0
106078,1,28,4,9,3_Secondaire1,1,Emploi,6.0,9.0,3,Atlantique,1,1,302.136004941756,1931241.37768555,0.0,,,2,0,0,1,1,0,1,0,0,0,2,1,4,1,1,965620.688842773,14.4736735549894,13.7805263744294,1,0,9.0,2,1,,1,1,1,1,0,0,1,0,1,4,2_Musulman,1_Celibataire,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,0,0,0,1,0,0
106081,1,72,9,17,5_Superieur,9,Retraite,,,3,Atlantique,1,1,327.246436660878,4251946.2184361,0.0,3.0,2_Primaire,4,0,0,1,0,0,1,0,1,0,2,1,1,1,1,1062986.55460903,15.2628873698306,13.8765930087107,1,1,9.0,2,2,25.0,1,1,1,1,1,1,1,0,1,4,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,1,0,0,0,0,0
106088,1,33,1,0,1_Aucun,0,Emploi,5.0,3.0,3,Atlantique,1,1,302.136004941756,1869695.69854736,160000.0,1.0,1_Aucun,6,0,0,1,1,0,0,0,1,0,2,1,3,1,1,311615.949757894,14.4412862475396,12.6495267783115,0,0,9.0,2,2,25.0,1,1,1,1,0,0,1,0,1,5,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,1,0,0,1,0,0
106104,1,47,4,9,3_Secondaire1,2,Emploi,4.0,9.0,3,Atlantique,1,1,302.136004941756,1895556.66734096,184400.0,1.0,1_Aucun,5,0,0,1,0,0,0,0,0,0,0,1,3,1,0,379111.333468192,14.4550231092136,12.8455851967795,1,0,1.0,2,3,22.0,1,1,1,0,0,0,1,0,1,4,2_Musulman,3_Marie polygame,1,1,1,0,0,1,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0
106108,0,21,1,0,1_Aucun,0,Etudiant,,,3,Atlantique,1,1,327.246436660878,1682142.76238142,0.0,1.0,1_Aucun,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1682142.76238142,14.3355789924777,14.3355789924777,0,0,9.0,2,1,,1,1,1,1,0,0,1,0,1,6,2_Musulman,1_Celibataire,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0
106162,0,66,1,0,1_Aucun,0,Retraite,,,3,Atlantique,1,1,327.246436660878,2900146.81441825,341400.0,1.0,1_Aucun,7,1,0,1,0,0,0,0,0,0,0,1,1,1,1,414306.687774036,14.8802719193367,12.9343617702814,0,0,9.0,2,5,23.0,1,0,1,0,1,0,1,0,1,6,2_Musulman,5_Veuf/Veuve,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,0,0,1,0,0,0
106209,1,27,4,9,3_Secondaire1,2,Emploi,4.0,9.0,3,Atlantique,1,1,302.136004941756,2188146.53267997,27000.0,4.0,3_Secondaire1,3,0,0,1,0,0,0,0,0,0,0,1,3,1,1,729382.177559989,14.5985654113419,13.4999531226738,1,0,9.0,2,2,26.0,1,1,1,1,0,0,1,0,1,7,2_Musulman,2_Marie monogame,1,1,1,1,1,0,0,1,1,0,,0,0,0,0,0,0,0,0,1,0,0
106323,1,44,1,0,1_Aucun,0,Emploi,9.0,9.0,3,Atlantique,1,1,327.246436660878,2206481.99577986,533700.0,1.0,1_Aucun,5,0,0,1,0,0,0,0,0,0,0,1,3,0,1,441296.399155971,14.60690994803,12.9974720355959,0,0,9.0,3,2,26.0,1,1,1,1,0,0,1,0,1,5,3_Protestant/Celeste,2_Marie monogame,1,1,1,1,0,1,1,1,1,0,,0,0,0,0,0,1,0,0,0,0,0
106717,0,40,1,0,1_Aucun,0,Retraite,,,3,Atlantique,1,1,302.136004941756,3561339.13134766,307700.0,1.0,1_Aucun,6,1,0,1,0,0,0,0,0,0,0,1,3,1,1,593556.521891276,15.0856471925885,13.2938877233605,0,0,9.0,2,3,20.0,1,0,1,1,0,0,1,0,1,6,2_Musulman,3_Marie polygame,1,1,1,1,0,1,1,1,1,0,,0,0,0,0,0,0,0,1,0,0,0
107004,0,47,3,6,2_Primaire,0,Emploi,6.0,10.0,3,Atlantique,1,1,302.510554036434,1509203.07305036,36000.0,3.0,2_Primaire,2,1,1,1,1,0,0,0,0,0,1,1,3,1,1,754601.536525181,14.2270923032817,13.5339451227218,1,0,4.0,2,7,25.0,1,0,1,1,0,0,1,0,0,5,2_Musulman,7_Autre,1,1,1,1,1,0,1,1,0,0,,0,0,0,0,0,0,1,1,0,0,0
107031,1,41,9,17,5_Superieur,9,Emploi,9.0,2.0,3,Atlantique,1,1,302.510554036434,2266367.17994908,88000.0,6.0,4_Secondaire2,4,1,0,1,1,0,0,0,1,0,2,1,3,1,1,566591.79498727,14.6336887462557,13.2473943851358,1,1,47.0,2,2,30.0,1,1,1,1,0,0,1,0,1,5,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,0,0,1,0,0,0
107078,1,46,4,9,3_Secondaire1,1,Emploi,5.0,9.0,3,Atlantique,1,1,278.307709305906,4044503.11429269,326000.0,3.0,2_Primaire,6,0,0,0,1,0,0,0,0,0,1,1,4,1,1,674083.852382115,15.2128692614467,13.4211097922186,1,0,45.0,1,2,28.0,1,1,1,1,1,0,1,0,1,4,1_Catholique,2_Marie monogame,1,1,1,1,1,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
107103,0,62,1,0,1_Aucun,0,Emploi,6.0,9.0,3,Atlantique,1,1,302.510554036434,2231531.74920654,0.0,1.0,1_Aucun,3,1,0,1,0,0,0,1,0,0,1,1,3,1,1,743843.916402181,14.6181987906924,13.5195865020243,0,0,6.0,2,7,28.0,1,0,1,0,1,0,1,0,0,4,2_Musulman,7_Autre,1,1,1,1,1,0,1,1,0,1,,0,0,0,0,0,0,0,1,0,0,0
107117,1,38,9,17,5_Superieur,7,Emploi,9.0,2.0,3,Atlantique,1,1,302.510554036434,1094030.86968122,0.0,,,1,0,0,0,1,0,0,0,1,0,2,1,4,1,1,1094030.86968122,13.9053794788249,13.9053794788249,1,1,11.0,2,6,29.0,1,1,1,1,0,0,1,0,1,5,2_Musulman,6_Divorce/Separe,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0
107147,1,45,4,9,3_Secondaire1,1,Emploi,5.0,4.0,3,Atlantique,1,1,302.510554036434,1565905.88945661,18000.0,3.0,2_Primaire,4,1,0,1,1,0,1,0,1,0,3,1,3,1,1,391476.472364153,14.2639750575946,12.8776806964747,1,0,4.0,2,2,25.0,1,1,1,1,0,0,1,0,1,4,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,0,0,1,0,0,0
107173,1,50,6,11,4_Secondaire2,2,Emploi,11.0,3.0,3,Atlantique,1,1,278.307709305906,3289563.94594901,452547.431519351,3.0,2_Primaire,4,1,0,1,1,1,0,0,1,0,3,1,3,1,1,822390.986487252,15.0062655747322,13.6199712136123,1,0,9.0,2,2,30.0,1,1,1,1,0,0,1,0,1,4,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,0,0,1,0,0,0
107204,0,72,3,6,2_Primaire,0,Emploi,6.0,10.0,3,Atlantique,1,1,302.510554036434,750765.418910435,0.0,3.0,2_Primaire,1,1,1,1,0,0,0,0,0,0,0,1,4,1,0,750765.418910435,13.5288485236439,13.5288485236439,1,0,13.0,2,5,20.0,1,0,1,1,1,0,1,0,1,4,2_Musulman,5_Veuf/Veuve,1,1,1,1,1,0,1,1,0,0,,0,0,0,0,8,0,1,1,0,0,0
107220,1,54,3,6,2_Primaire,1,Emploi,4.0,6.0,3,Atlantique,1,1,278.307709305906,1773626.21023996,70000.0,4.0,3_Secondaire1,5,1,0,1,1,1,0,0,0,0,2,1,3,1,0,354725.242047991,14.3885367151633,12.7790988027292,1,0,3.0,2,2,36.0,1,0,1,1,0,0,1,0,1,4,2_Musulman,2_Marie monogame,1,1,1,0,1,0,1,1,1,0,,0,0,0,0,0,0,0,1,0,0,0
107230,1,35,9,17,5_Superieur,7,Emploi,9.0,3.0,3,Atlantique,1,1,302.510554036434,4027014.85489767,120400.0,4.0,3_Secondaire1,5,1,0,1,1,0,1,0,1,0,3,1,3,1,1,805402.970979535,15.2085359286516,13.5990980162175,1,1,47.0,2,4,29.0,1,1,1,1,0,0,1,0,1,5,2_Musulman,4_Union libre,1,1,1,1,1,0,1,1,1,1,,0,0,0,0,0,0,0,1,0,0,0
107316,1,49,4,9,3_Secondaire1,2,Emploi,4.0,3.0,3,Atlantique,1,1,278.307709305906,2120888.14178467,254000.0,3.0,2_Primaire,6,1,1,1,1,0,0,0,0,0,1,1,4,1,0,353481.356964111,14.5673454937236,12.7755860244955,1,0,47.0,1,2,25.0,1,0,1,1,0,0,1,0,1,4,1_Catholique,2_Marie monogame,1,1,1,0,1,0,1,1,0,0,,0,0,0,0,0,0,1,1,0,0,0
107339,0,58,6,11,4_Secondaire2,2,Emploi,6.0,9.0,3,Atlantique,1,1,278.307709305906,2755682.97783988,0.0,6.0,4_Secondaire2,3,1,0,1,1,0,0,0,0,0,1,1,3,1,1,918560.992613293,14.8291758746879,13.7305635860198,1,0,9.0,2,7,30.0,1,1,1,0,0,0,1,0,1,4,2_Musulman,7_Autre,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,0,0,1,0,0,0
108018,1,20,3,6,2_Primaire,0,Emploi,4.0,9.0,3,Atlantique,1,1,390.94898917277,809670.159083775,0.0,,,1,0,0,0,0,0,0,0,0,0,0,1,4,1,0,809670.159083775,13.604382232708,13.604382232708,1,0,9.0,3,1,,1,1,1,0,0,0,1,0,1,27,3_Protestant/Celeste,1_Celibataire,1,1,1,0,1,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
108028,0,48,3,6,2_Primaire,0,Emploi,7.0,9.0,3,Atlantique,1,1,390.94898917277,1443881.61828613,30000.0,3.0,2_Primaire,4,0,0,0,0,0,0,0,0,0,0,1,4,1,1,360970.404571533,14.1828456132779,12.796551252158,1,0,9.0,3,2,18.0,1,0,1,0,0,0,1,0,1,27,3_Protestant/Celeste,2_Marie monogame,1,1,1,1,1,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
108075,1,28,9,17,5_Superieur,7,Etudiant,11.0,4.0,3,Atlantique,1,1,390.94898917277,1809834.95375279,0.0,9.0,5_Superieur,3,0,0,0,0,0,0,1,0,0,1,1,4,1,0,603278.317917597,14.4087462133124,13.3101339246443,1,1,9.0,2,2,27.0,1,1,1,1,0,0,1,0,1,26,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
108131,1,49,3,6,2_Primaire,0,Emploi,4.0,9.0,3,Atlantique,1,1,390.94898917277,5506620.18334961,380000.0,9.0,5_Superieur,7,0,0,0,1,0,0,0,1,0,2,1,1,1,0,786660.026192801,15.521461596073,13.5755514470177,1,0,9.0,2,2,20.0,1,1,1,1,0,0,1,0,1,26,2_Musulman,2_Marie monogame,1,1,1,0,1,0,1,1,1,1,,0,0,0,0,240,0,0,0,0,0,0
108189,1,28,9,17,5_Superieur,7,Emploi,9.0,2.0,3,Atlantique,1,1,390.94898917277,1393134.48639788,62000.0,,,2,0,0,0,0,0,0,0,0,0,0,1,3,0,1,696567.24319894,14.1470667925368,13.4539196119768,1,1,1.0,2,1,,1,1,1,1,0,0,1,0,1,26,2_Musulman,1_Celibataire,1,1,1,1,1,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
108207,1,51,4,9,3_Secondaire1,2,Emploi,8.0,9.0,3,Atlantique,1,1,390.94898917277,4035335.16587612,267500.0,1.0,1_Aucun,6,0,0,0,1,0,0,0,0,1,2,1,3,0,0,672555.860979353,15.2105999208898,13.4188404516618,1,0,9.0,2,2,36.0,1,1,1,1,0,0,1,0,1,26,2_Musulman,2_Marie monogame,1,1,1,0,1,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
108240,1,67,9,17,5_Superieur,10,Retraite,,,3,Atlantique,1,1,390.94898917277,7948545.19876501,0.0,4.0,3_Secondaire1,2,0,0,1,1,1,1,1,1,1,6,1,1,1,1,3974272.59938251,15.8884994760191,15.1953522954591,1,1,12.0,2,2,40.0,1,1,1,1,1,0,1,0,1,26,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,1,1,,0,0,0,0,0,0,0,0,1,0,0
108245,1,37,9,17,5_Superieur,7,Emploi,9.0,2.0,3,Atlantique,1,1,390.94898917277,2287982.36702183,62500.0,6.0,4_Secondaire2,4,0,0,0,1,0,0,0,1,0,2,1,3,1,0,571995.591755458,14.6431809247309,13.256886563611,1,1,9.0,2,2,33.0,1,1,1,1,0,0,1,0,1,26,2_Musulman,2_Marie monogame,1,1,1,0,1,0,1,1,0,1,,0,0,0,0,0,0,0,0,0,0,0
108301,1,37,4,9,3_Secondaire1,2,Emploi,4.0,4.0,3,Atlantique,1,1,390.94898917277,2069784.02703857,38000.0,1.0,1_Aucun,7,0,0,0,0,0,0,0,0,0,0,1,3,0,0,295683.432434082,14.5429548250343,12.597044675979,1,0,12.0,2,2,24.0,1,0,1,1,0,0,1,0,1,26,2_Musulman,2_Marie monogame,1,1,1,0,0,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
108357,0,64,3,6,2_Primaire,0,Retraite,,,3,Atlantique,1,1,390.94898917277,2831085.68575581,0.0,3.0,2_Primaire,4,0,0,0,1,0,0,1,1,0,3,1,1,1,1,707771.421438952,14.8561708305932,13.4698764694733,1,0,9.0,2,5,29.0,1,1,1,1,1,0,1,0,1,26,2_Musulman,5_Veuf/Veuve,1,1,1,1,1,0,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0
108413,1,56,9,17,5_Superieur,7,Retraite,,,3,Atlantique,1,1,390.94898917277,5243604.59840578,211000.0,3.0,2_Primaire,5,0,0,1,0,1,1,1,0,1,4,1,1,1,1,1048720.91968116,15.4725197202613,13.8630818078272,1,1,9.0,2,2,24.0,1,1,1,1,1,0,0,0,1,28,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,1,1,,0,0,0,0,0,0,0,0,0,1,0
108419,0,39,1,0,1_Aucun,0,Emploi,6.0,9.0,3,Atlantique,1,1,390.94898917277,2874204.86905343,0.0,1.0,1_Aucun,6,0,0,0,0,0,0,0,0,1,1,1,3,0,0,479034.144842239,14.871286626676,13.079527157448,0,0,3.0,2,7,15.0,1,0,1,0,0,0,1,0,0,26,2_Musulman,7_Autre,1,1,1,0,0,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
109012,1,64,3,6,2_Primaire,0,Retraite,,,3,Atlantique,1,1,269.239118470959,4159036.13952637,60000.0,1.0,1_Aucun,8,1,0,1,1,0,0,1,0,0,2,1,1,1,1,519879.517440796,15.2407939081623,13.1613523664824,1,0,9.0,2,2,25.0,1,1,1,1,0,0,1,0,0,3,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,0,0,1,0,0,0
109028,0,43,3,6,2_Primaire,0,Emploi,6.0,9.0,3,Atlantique,1,1,269.239118470959,2280552.76522827,450000.0,3.0,2_Primaire,5,1,0,1,1,0,0,0,0,0,1,1,4,1,0,456110.553045654,14.6399284124362,13.0304905000021,1,0,47.0,2,5,25.0,1,1,1,1,0,0,1,0,0,3,2_Musulman,5_Veuf/Veuve,1,1,1,0,1,0,1,1,0,0,,0,0,0,0,0,0,0,1,0,0,0
109044,1,55,5,10,3_Secondaire1,1,Emploi,8.0,3.0,3,Atlantique,1,1,269.239118470959,5111241.67954799,455000.0,3.0,2_Primaire,11,1,0,1,1,0,0,0,0,0,1,1,1,1,0,464658.334504363,15.4469529227894,13.049057649991,1,0,9.0,2,3,26.0,1,1,1,1,1,0,1,0,1,3,2_Musulman,3_Marie polygame,1,1,1,0,1,0,1,1,0,1,,0,0,0,0,30,0,0,1,0,0,0
109060,1,51,9,17,5_Superieur,9,Emploi,11.0,2.0,3,Atlantique,1,1,269.239118470959,9390694.46087567,885000.0,6.0,4_Secondaire2,8,1,0,1,1,1,0,1,1,1,5,1,1,1,0,1173836.80760946,16.0552298059445,13.9757882642646,1,1,10.0,2,2,25.0,1,1,1,1,1,0,1,0,1,3,2_Musulman,2_Marie monogame,1,1,1,0,1,0,1,1,1,0,,0,0,0,0,0,0,0,1,1,0,0
109075,1,51,3,6,2_Primaire,0,Emploi,1.0,9.0,3,Atlantique,1,1,269.239118470959,3030591.75097656,313400.0,3.0,2_Primaire,10,1,0,1,0,0,0,0,0,0,0,1,4,1,1,303059.175097656,14.9242684557695,12.6216833627755,1,0,8.0,2,3,19.0,1,1,1,1,0,0,1,0,1,3,2_Musulman,3_Marie polygame,1,1,1,1,1,0,1,1,1,0,0.0217200005427003,0,0,0,0,0,0,0,1,0,0,0
109091,1,30,9,17,5_Superieur,6,Emploi,11.0,2.0,3,Atlantique,1,1,269.239118470959,2420676.60266113,55000.0,4.0,3_Secondaire1,6,1,0,1,1,0,0,0,1,0,2,1,4,1,1,403446.100443522,14.699557646932,12.9077981777039,1,1,6.0,2,2,20.0,1,1,1,1,0,0,1,0,1,3,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,0,0,1,0,0,0
109123,1,36,9,17,5_Superieur,8,Emploi,9.0,2.0,3,Atlantique,1,1,269.239118470959,3747068.36900112,294000.0,3.0,2_Primaire,6,1,0,1,1,0,0,0,1,0,2,1,3,0,1,624511.39483352,15.1364843239401,13.344724854712,1,1,11.0,2,2,26.0,1,1,1,1,0,0,1,0,1,3,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,0,1,,0,0,0,0,0,0,0,1,0,0,0
109139,1,34,3,6,2_Primaire,0,Emploi,5.0,9.0,3,Atlantique,1,1,269.239118470959,2125948.40359061,54400.0,4.0,3_Secondaire1,3,1,0,1,1,0,0,0,0,0,1,1,3,0,1,708649.467863537,14.5697285683471,13.471116279679,1,0,9.0,2,2,25.0,1,1,1,0,0,0,1,0,1,3,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,0,0,,0,0,0,0,0,0,0,1,0,0,0
109155,0,70,3,6,2_Primaire,0,Emploi,6.0,9.0,3,Atlantique,1,1,269.239118470959,4251864.84500558,115500.0,3.0,2_Primaire,6,1,0,1,1,0,0,0,1,0,2,1,4,0,1,708644.140834263,15.2628682317218,13.4711087624938,1,0,45.0,2,5,28.0,1,0,1,0,0,0,1,0,1,4,2_Musulman,5_Veuf/Veuve,1,1,1,1,1,0,1,1,0,1,,0,0,0,0,0,0,0,1,0,0,0
109187,1,51,9,17,5_Superieur,8,Emploi,11.0,9.0,3,Atlantique,1,1,269.239118470959,3202732.35407366,113000.0,4.0,3_Secondaire1,4,1,0,1,0,0,0,0,0,1,1,1,3,1,1,800683.088518415,14.9795148640864,13.5932205029665,1,1,9.0,2,2,25.0,1,1,1,1,0,0,1,0,1,5,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,0,0,1,0,0,0
109220,1,32,9,17,5_Superieur,7,Emploi,6.0,2.0,3,Atlantique,1,1,1066.0699917507,3915158.38782285,255000.0,,,3,1,0,1,1,1,0,0,1,0,3,1,3,1,1,1305052.79594095,15.1803663432484,14.0817540545803,1,1,9.0,2,1,,1,1,1,1,0,0,1,0,1,4,2_Musulman,1_Celibataire,1,1,1,1,1,0,1,1,1,0,,0,0,0,0,0,0,0,1,0,0,0
109250,1,70,3,6,2_Primaire,0,Retraite,,,3,Atlantique,1,1,269.239118470959,4161014.49490793,688000.0,1.0,1_Aucun,4,1,1,1,1,0,0,0,0,0,1,1,4,0,1,1040253.62372698,15.2412694714745,13.8549751103546,1,0,9.0,2,2,28.0,1,0,1,1,0,0,1,0,1,3,2_Musulman,2_Marie monogame,1,1,1,1,1,0,1,1,0,0,,0,0,0,0,0,0,1,1,0,0,0
110006,0,50,4,9,3_Secondaire1,1,Emploi,7.0,9.0,3,Atlantique,1,1,63.7495438453461,3230230.82271903,449000.0,4.0,3_Secondaire1,4,1,0,1,1,0,0,0,0,0,1,1,1,1,1,807557.705679757,14.9880641547877,13.6017697936678,1,0,4.0,2,5,28.0,1,1,1,1,0,0,1,0,1,15,2_Musulman,5_Veuf/Veuve,1,1,1,1,1,0,1,1,0,0,,0,0,0,0,0,0,0,1,0,0,0
